0.341948	0.293581	0.292127	0.308380	-1051.639758	0.313036	0.355588	nan	0.248914	0.276625	0.290340	0.271404	0.358967	0.316136	0.350921	0.341491
0.343744	0.295059	0.293593	0.309953	33.833825	0.302389	0.339837	1.514942	0.247798	0.272052	0.291508	0.269857	0.357125	0.318187	0.356956	0.343589
0.349410	0.299695	0.298192	0.314898	5.400198	0.267916	0.292634	0.750893	0.243427	0.256603	0.293794	0.263770	0.395490	0.350459	0.421186	0.387926
0.359894	0.308173	0.306609	0.323980	1.337849	0.210388	0.223939	0.397972	0.232236	0.224714	0.283888	0.245604	2.376903	1.515240	-5.018845	nan
0.381040	0.316161	0.314180	0.335752	-2.707169	0.473620	0.651909	nan	0.321191	0.432021	0.432641	0.391561	13.509490	0.433846	0.353345	1.274651
0.383727	0.318234	0.316223	0.338003	-1.632498	0.511578	0.770499	nan	0.316843	0.452569	0.442089	0.398730	2.966077	0.411812	0.341018	0.746827
0.392278	0.324796	0.322688	0.345140	-0.668076	0.730904	2.301345	nan	0.297706	0.558684	0.475319	0.429187	0.809570	0.345029	0.302192	0.438663
0.408410	0.337010	0.334718	0.358486	-0.317829	3.552595	-0.920884	1.013090	0.242053	1.293958	0.562167	0.560487	0.367500	0.240986	0.244252	0.278630
0.319382	0.279865	0.278678	0.292048	1.434122	0.418486	0.470315	0.655972	3.178472	0.540533	0.669920	1.047984	0.485683	0.466778	0.544005	0.497762
0.320726	0.281007	0.279811	0.293251	1.469407	0.422227	0.476674	0.666249	64.087947	0.560379	0.728222	2.968297	0.420804	0.456767	0.537965	0.469364
0.324940	0.284570	0.283346	0.297009	1.758699	0.450193	0.528729	0.748068	-0.828078	0.716932	1.282523	nan	0.281211	0.410591	0.469670	0.378511
0.332628	0.291005	0.289732	0.303821	-1.548301	1.524618	-17.412692	3.451126	-0.784474	0.418526	0.528362	nan	0.226674	0.393987	0.444343	0.341089
0.347821	0.297221	0.295668	0.312666	-0.495689	0.859178	14.293353	nan	0.286256	0.658912	0.416879	0.428414	-0.513862	0.655384	0.454878	nan
0.349735	0.298771	0.297197	0.314322	-0.434192	1.025309	-4.384859	1.249772	0.279332	0.714923	0.416730	0.436594	-0.568886	0.615122	0.443224	nan
0.355776	0.303640	0.301996	0.319531	-0.310333	2.876899	-0.851781	0.912767	0.257137	0.948311	0.413088	0.465286	-0.966067	0.498523	0.404477	nan
0.366963	0.312560	0.310784	0.329108	-0.217304	-1.578816	-0.400812	nan	0.218675	1.213714	0.384689	0.467385	1.198049	0.334500	0.327428	0.508154
0.302545	0.269288	0.268297	0.279602	4.750249	0.733093	0.926989	1.477917	3.970703	0.868072	1.442505	1.706790	37.579484	0.796231	0.566358	2.568584
0.303605	0.270208	0.269208	0.280564	20.539842	0.822308	1.130094	2.672485	5.200780	0.955303	1.673600	2.025911	4.061701	0.768251	0.546788	1.194932
0.306912	0.273064	0.272040	0.283555	-1.618893	1.591160	8.757823	nan	12.257860	1.646101	3.332333	4.066367	1.242155	0.651582	0.484657	0.732026
0.312892	0.278179	0.277112	0.288929	-0.503085	-2.040297	-0.764359	nan	1.740667	-1.492465	-3.736071	2.133102	1.356688	0.378947	0.425032	0.602319
0.392513	0.323521	0.321450	0.344316	-1.069289	0.915268	1.105963	nan	0.483971	0.842961	1.130735	0.772673	-0.186489	-0.762847	1.365007	0.579084
0.395700	0.325899	0.323779	0.346923	-0.958662	0.928498	1.172480	nan	0.481710	0.931251	1.127425	0.796734	-0.175902	-0.708708	1.559535	0.579311
0.405967	0.333493	0.331210	0.355272	-0.715163	0.938405	1.394118	nan	0.465599	1.295443	1.084826	0.868154	-0.149626	-0.578621	2.594471	0.607878
0.324650	0.283487	0.282218	0.296150	-0.365919	-11.590380	-1.411317	nan	0.403371	0.872066	0.549675	0.578256	-0.197245	-3.205831	1.430260	0.967062
0.326141	0.284730	0.283442	0.297464	-0.345604	-5.317920	-1.162147	nan	0.404958	1.006191	0.579529	0.618095	-0.194504	-3.493178	1.359666	0.973928
0.330832	0.288620	0.287269	0.301583	-0.295465	-2.285537	-0.787991	nan	0.397126	1.755438	0.670260	0.775983	-0.185604	-5.892373	1.135593	1.074898
0.339476	0.295713	0.294235	0.309118	-0.237334	-1.601883	-0.571243	nan	0.331356	5.638626	0.691419	1.089105	-0.166832	3.564842	0.746905	nan
0.289658	0.261029	0.260185	0.269952	-0.962870	1.981226	53.044420	nan	2.204556	7.963148	3.432770	3.920579	-0.470578	1.353357	0.734263	nan
0.290539	0.261801	0.260949	0.270755	-0.779833	3.099374	-4.097292	2.147456	2.037143	-21.070771	4.510936	nan	-0.501759	1.232728	0.718051	nan
0.293280	0.264195	0.263318	0.273251	-0.473368	-3.785471	-0.910074	nan	1.495373	-1.688413	34.090872	nan	-0.659249	0.898150	0.679250	nan
0.298220	0.268468	0.267543	0.277720	-0.285777	-0.941790	-0.432994	nan	0.777006	-0.848819	-21.902518	2.435443	-2.029254	0.501093	0.581607	nan
